company,description,country,city,found_date,size_min,size_max
Health Insights Group,,Egypt,Cairo,,,
New Plan,"-New Plan development is a share holding company was established in 2018 by Mr. Walid Khalil ,Hussien Hammam and Mr. Youssef Saddek with total investment 8 billion Egyptian pounds .
New Plan Development is located in New Cairo fifth settlement 70th street building 133 and the head office located at Trviam business complex mall 4th floor 5th of settlement  ",Egypt,Cairo,,,
British University of Egypt,"The formation of a British University in Egypt arose from a 1998 Memorandum of Cooperation between the UK and the Egyptian Governments. It was envisaged that such an institution would produce graduates of UK standards for key sectors of the Egyptian economy, particularly in the areas of engineering, computer science and business studies. ",Egypt,Cairo,2018-01-01,,
Roya Developments,https://www.linkedin.com/company/3285918/admin/feed/posts/ ,Egypt,Cairo,,1000,
Shifa Egypt,"Located in the heart of New Cairo, Shifa is categorized as being one of the largest private hospitals in Egypt. We are a fully fledged institution that encompasses all specialties within the wide spectrum of the healthcare field. Our practitioners will care for patients at the highest of medical standards, our nursing team will follow suit and our infrastructure will assist; so that you or your loved one makes a full and quick recovery.

At Shifa Hospital, our mission is to participate ... See More",Egypt,Cairo,2008-01-01,1000,
Silicon21,"About Silicon21 

•Silicon21 is an Egyptian Shareholding company established in mid- 1996 as a specialized Value-Added Distributor of computer networking and data communications products 
•Operating from Egypt, UAE 
•Head office Location is in Nasr City, Cairo, Egypt 
•Regional office Location is in Jebel Ali, Free Zone, Dubai, UAE 

Headquarter: Cisco, APC, Actassi & Commscope .
CRM: Canon, D-Link & Linksys
NITS: HIKVISION, Milestone, Bosch, Nokia, Promise Technology 
IS: Ricoh

We ha ... See More",Egypt,Cairo,2019-01-01,1000,
Masria Digital Payment (MDP),"Throughout the past 38 years, Masria has played a key role in the region’s cards and payment processing industry and has contributed vastly to the growth of this sector by always leading on the innovation and transformation front. Staying true to its promise of constantly improving and innovating, Masria continues to expand its offerings and footprint to meet the growing demands of the market and changing needs of its customers.

Along the years, Masria Card has transitioned from produ ... See More",Egypt,Cairo,1996-01-01,,
Tam Development LLC,,Egypt,Cairo,1985-01-01,,
Edu-Zone,Edu-Zone is a STEAM learning center where kids can find exploration and innovation environment in a friendly place to explore STEAM Subjects (Science Technology Engineering Art Mathematics) using practical activities and games with professional trainers having Scientific and Engineering Backgrounds. ,Saudi Arabia,,,,
Puzzle,"Puzzle Business Development specializes in digital marketing, digital re-branding, and design and programming of websites and mobile applications, E-Commerce ",Egypt,Cairo,2016-01-01,,
Guestna,"Local Travel MarketPlace for tourism packages and activites within Saudi Arabia where you can customize it easily.

GuestNa helps customers to find and design their travel programs in Saudi Arabia easily and flexibly, where you choose the activities you want to add to your trip with the click of a button. 
If you want to modify hotels and tourism services, no worries, we will help you with that with simple steps. ",Egypt,Alexandria,2021-01-01,,
Aman,"Headquartered in Cairo, Egypt, yet unrepresented to cover operations in all continents, Raya Holding is an auspicious investment conglomerate managing a diversified investment portfolio. As the parent company for ten up-and-coming lines of business, Raya Holding operates in the fields of information technology, data center outsourcing, contact center, smart buildings, consumer electronics, social media development, food and beverage, land transport and PET re-manufacturing. Raya Holdin ... See More",Saudi Arabia,Riyadh,,,
TRAUXIT,,Egypt,Giza,,,
Kellogg Tolaram Noodles Egypt LLC,"Introducing the new range of Kellogg's Instant Noodles that are perfect for the whole family. A convenient and easy meal to prepare, it can be used as a main meal ingredient or simply be enjoyed on its' own. ... Kellogg's Instant Noodles can help you feel energised and leave a sensational taste on the pallet. ",Egypt,,,,
Johnson Controls,"Established in 1991, Al Salem Group of Companies in Saudi Arabia joined arms with YORK’s mother company “Johnson Controls”, a leading multi-industrial company and a pioneering provider of energy efficient HVAC solutions for the residential, commercial and industrial sectors
 ",Egypt,Cairo,,,
Khales,,Egypt,Cairo,1991-01-01,1000,
Marketopia,"We are a Digital Marketing and Media Production agency that was founded over 10 years ago with the concept of providing all of your brand’s digital and media needs in a single one-stop agency. 

We are committed to creating innovative yet affordable solutions and doing it on purpose. We believe in helping companies grow, and this is done through being a solution-creating company that is easily accessible, always available, and affordable. 

As marketers, we like to build trust and coop ... See More",Egypt,,,,
INDEVCO,"INDEVCO, headquartered in Lebanon, is an international manufacturing group that produces paper, plastic and corrugated packaging for agricultural, beverage, construction, catering, processed food, dairy, industrial, paramedical and pharmaceutical, chemical and petrochemical, soap and detergent, tissue and hygiene converting, tissue making and promotional markets.

We also manufacture personal care, household and institutional disposables for the retail and away-from-home (AFH) markets. ... See More",Egypt,Cairo,2013-01-01,,
Capleo Globle,,Egypt,Giza,,1000,
Pillars,"Pillars Egypt is Consultancy & Recruitment Firm established to serve distinctive clients in the areas of strategic management , Business Planning and Executive recruitment. 
We are a group of executives with a large diversified experience in various areas as Strategic Management, Business Planning ",India,,,,
EDRAK Software,"EDRAK is an Independent Software Vendor (ISV) works to enable Small and Medium Businesses to be more productive by providing them with powerful business management software.

We intend and work to be a place where best practices in people management and customer satisfaction are applied, we work to ensure an environment that attracts best people, makes them feel they like to work at, and allows them to innovate with no bounds of bad management or unhealthy practices. ",Egypt,Cairo,2012-01-01,,
Transmar International,"IACC Holdings is a privately owned investment company with a focus on shipping and logistics. Our origins trace back to 1979, when industry pioneer Mostafa El Ahwal founded International Associated Cargo Carrier (IACC). Decades of being at the forefront of the Egyptian and regional markets, has poised IACC Holdings to take a leadership role in investing in, and developing the regional and global supply chain.

IACC Holdings takes pride in being a home-grown Egyptian company that has de ... See More",Egypt,Cairo,2009-01-01,,
Interactive Limited/Carma Group,,Egypt,Cairo,1979-01-01,,
SHAWAHID ROADS INDUSTRIAL COMPANY,"Shawahid Group was established in 2010 to manufacture and supply traffic safety products such as road signs (e.g., cantilever, gantry and street name signs), road marking materials, safety roller barriers, crash cushions, guardrails, conspicuity reflective tapes, and numerous other types of traffic safety products. ",Egypt,Giza,,,
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,"Modern Engineering Company (MEC) was established in Egypt In 1983 as the sole agent of Mitsubishi Electric Corporation for Elevators & Escalators. Since then; it has gained all respect in its business.
MELCO-MEC Company was founded In 1999 as a Joint Venture (J/V) between the Japanese Mitsubishi Electric Corporation (MELCO) and Modern Engineering Company (MEC) in Egypt.
MELCO-MEC's service centers covering all over Egypt, offer a  24/7 service to assure optimum customer satisfaction. ",Egypt,Cairo,2010-01-01,,
Shotmed,,Egypt,Giza,,,
"Izam, inc.","Izam is a digital agency developing cloud SaaS innovative solutions for SMEs. Our mission is to develop an ecosystem of industry custom solutions and make it universally accessible for all business owners and entrepreneurs. 

For more than a decade, Izam has played a vital role in shaping the business solutions landscape of the region. Today, Izam is solving real-world business challenges, through its office in Egypt.

Izam is a holding company of 4 mega projects, Enerpize, Daftra, Onl ... See More",Egypt,,,,
Objects,"Objects develops custom full-scale web applications along with providing serious web consultation services.
We also provide e-commerce applications, native Android and iOS applications, custom ERP/CRM system integration. ",Egypt,Giza,2009-01-01,,
Royal Investment,"Egyptian Resorts Company is one of Egypt’s leading master developers of international-standard mega communities.

We seek to redefine every aspect of Egyptian Urban planning to provide consumers with a unique and fully integrated experience.

Our flagship development project is presently Sahl Hasheesh, a fully-integrated resort community some two-thirds the size of Manhattan located on Egypt’s pristine Red Sea coast.

ERC is also actively pursuing additional opportunities and expansion ... See More",Egypt,Alexandria,2011-01-01,,
COREations,"COREations Business Process Services helps clients improve customer satisfaction and optimize overall delivery costs. COREations ensures clients' return on investment by attaining their business goals through designing, developing, integrating and supporting mission critical solutions and systems through the use of all the latest technologies in the World. ",Egypt,Cairo,,,
EpsilonAI,"WHO WE ARE?

We are a leading provider of AI products and solutions, and we are helping organizations in the public and private sectors to overcome the common obstacles to successful AI adoption:

First, by providing easy-to-use products and custom solutions that do not require extensive training or specialized skills to use.

Second, by providing consulting services, including help with the design and execution of effective AI strategies, as well as data audits.

Third, by providing t ... See More",Egypt,Giza,2010-01-01,,
Universities of Canada in Egypt,"Universities of Canada in Egypt is a Canadian campus hosting top Canadian universities with futuristic programs. It promotes all-round active and diverse student life. It is the first International Branch Campus in the NewAdministrative Capital. All programs hosted mirror a blend of international experiences, academics, and cultures. Universities of Canada in Egypt encourages an entrepreneurial and innovative mindset through experiential learning, state-of-the-art facilities, and cutti ... See More",Egypt,Cairo,,,
El Mohandess Print House,"El Mohandess Print House is a family-owned and operated manufacturer of printed carton boxes and a leading packaging solutions provider in Egypt. Since our founding in 1984 in East Cairo, we have been working hard to grow our clients and our team’s capacity. After growing our facilities incrementally for 20 years, we finally moved to two large facilities in the industrial area of the 10th of Ramadan City in 2004, leaving only our head office & administrative operations in East Cairo.

 ... See More",Egypt,Cairo,2018-01-01,,
Impactyn,"IMPACTYN IS A GLOBAL PLATFORM THAT HAS DISCOVERED AN UNTAPPED CHANNEL OF RAW AND UNIQUE CROWD-MARKETING THROUGH ITS AI-POWERED PLATFORM.

Impactyn was recently founded in 2022! Yes, we’re new here but we know exactly what we’re talking about! We noticed a gap in the world of social media marketing and we couldn’t help but fill it.. with passion! We are Impactyn and we’re here to make a powerful and positive impact in the world of social media marketing. It’s worth the shot! ",Egypt,Sharqia,1984-01-01,,
Fintech solutions,,Egypt,,,,
Elkenany Group,"1.importing and trading in commodities stock
2.Own the first and largest mobile app in egypt and the middle east which specialized  in agricultural and poultry aspects .
3. own a E-commerce plate form  specialized in cosmotics ",Egypt,Cairo,,,
FRIDAL,"Fridal is a privately owned Egyptian company established in 1957 with its headquarters
located in 6th of October city.
With five processing plants, over 850 employees and 3000 Feddans of privately owned land
cultivated all over Egypt, Fridal is specialized in the fields of Flavors & Fragrances, Herbs &
Spices, Essential Oils, Absolutes & Concretes, Natural Extracts and
Chemicals.
Throughout the past fifty years, Fridal has gained the experience to establish and boost its
remarkable sha ... See More",Egypt,Cairo,2008-01-01,,
Arlation Media Services,"Arlation Media Services is a fast growing company in Dokki, Egypt specialized in media post production services including dubbing, translation, localization, talent recruitment, media distribution and other related services. We have always been the pioneers in what we do and perfection has always been a synonym for our work. We believe that work environment must be the creativity zone and we invest heavily in our staff. We provide them with extensive training, resources, workshops and  ... See More",Egypt,Giza,,,
TIC,"Since 2014, TIC has excelled in the Egyptian market and beyond by providing high quality construction services through its multifaceted management approach. TIC maintains an outstanding track record for highly technical and diverse projects while upholding the utmost health and safety standards. With ever-growing projects in both scale and technicality, TIC has expanded its financial portfolio to sustain larger construction developments by collaborating with some of the leading financi ... See More",Egypt,Giza,2016-01-01,,
Rednet It Services,"Rednet IT Services is an international professional services company implementing ERP systems and Compliance Management Solutions.  

Rednet IT Services has formed partnerships with Turkey to bring international IT systems and expertise combined with localization know how to the Egyptian and Middle Eastern marketplace. ",Egypt,Cairo,,,
Moltaqa,"Moltaqa Software Company is an official leader in the field of information technology with great experience in providing innovative digital solutions founded in 2018. We offer web design and development services, mobile applications, web hosting, and e-marketing, as well as integrated solutions in software, making your unique digital journey with us ",Egypt,Cairo,2010-01-01,,
Konnekt Union,,Egypt,Dakahlia,2018-01-01,,
Integrated Technology Group,"Integrated Technology Group (ITG) is a dynamic, innovative, and technology driven group of companies.
 
Established in Jordan in 1989, ITG operates through three subsidiaries; EPOCH Technologies, JAID Productions and ITG Investments.
 
The firm's strength lies in its vision, which hinges on technological innovations and the ability to identify potential business frontiers well ahead of competition.
 
About 7% of ITG's revenue is invested in research and development. We realize the impo ... See More",Egypt,Cairo,,,
iSON Xperiences Egypt,"iSON EGYPT Outsourcing is a company established in 2003 specialized in outsourcing all company’s related human resources activities as well as Information Technology and BPO.
iSON Xperiences recognized for 2019 GITTA BPO Company of the Year, 2019 Contact Centre of the Year - BoICT Award, 2018 SERAs Award for Best Workplace Practices, 2016 Competitive Strategy Innovation and Leadership in West Africa by Frost and Sullivan and 2015 Great Place to Work for Best Practices and CSR is an emp ... See More",Egypt,Cairo,,,
Order King,,Egypt,Cairo,2003-01-01,1000,
Finding From Egy,"Digital Marketing B2B Advanced Solutions Provider , Digital in Blood , Future in the mind ",Egypt,Cairo,,,
TMA For Industrial Supplies,"TMA Company was founded as a supplier, design , and electrical
contracting of Electromechanical projects and Services for Steel, Paper , and most of Cement Companies in Egypt.
TMA has in-depth knowledge of a wide range of Electrical design, Erection , and installations applications in Cement, Paper , and steel industries.
We are doing all the necessary Electrical Design ,Engineering and Maintenance Services for all Mechanical Equipment. ",Egypt,Alexandria,2023-01-01,,
Ether Technology,wireless-marketer.com ,Egypt,Cairo,2007-01-01,,
Egyptian Integration,,Egypt,Cairo,,,
ACML - Egypt,,Egypt,,,,
appcorp,"Our company is based in Cairo, founded by a team of four experts with more than 15 years of experience in the fields of marketing, telecommunications, business development, and technology. 
appcorp is a VAS Licensed company under the rules and regulations of the National Telecommunication Regulatory Authority (NTRA). appcorp’s core competence is the development and management of content, VAS solutions and services. 
We are dedicated to supporting mobile operators in driving up VAS reve ... See More",Egypt,,,,
Parkville Pharmaceuticals,"At Parkville, more than 250 employees flag and adopt enthusiasm. 

We Grant care with every single product we provide.
As we move towards our goal of being a source of pride for every Egyptian customer, we support our employees to be the best they can be.
We consider our people as part owners of the business, and we energize that feeling as we believe that every member of Parkville family has a deep passion to lead us to highest standards in quality & efficiency.
Parkville goes beyond  ... See More",Egypt,Cairo,2015-01-01,,
Dolf,"Dolf Technologies Co. Ltd. makes it possible for local corporations, educational institutions, and government services to have easy access to world-class technology for more effective learning. We cater to this entire spectrum of clients across all sectors and industries by delivering SCORM-compliant e-learning solutions based on local and international standards.
 ",Egypt,Cairo,2006-01-01,,
Lecon,"LECON is an engineering office that works with the latest engineering techniques, ensuring quality, efficiency, and value for the price.
with such a team of talented engineers with high technologies, skills, and extensive experience in construction, LECON is a leading office in engineering services.
We use modern technologies to make sure that we serve clients and properly satisfy their needs using BIM to boost the process and save money and time ",Egypt,Cairo,,,
RTR Software Solutions,Software house ,Egypt,Cairo,2020-01-01,,
InstaShop,"InstaShop, headquartered in Dubai, is the leading online marketplace for supermarkets, pharmacies, pet shops & other businesses in the Middle East. With a young & motivated team & an office resembling the ones of startups in San Francisco, InstaShop is the right company for individuals passionate about adding value within a fast-growing technology company. ",Egypt,Cairo,,,
شركه طنطا موتورز,"Agricultural machines trading & manufacturing
Hvac industries trading & manufacturing
Construction infrastructure sites. ",Egypt,Giza,2015-01-01,,
Max Muscle,"During the past nine years, Max Muscle® started as a retail store for
different kind of fitness products and was focusing on the Egyptian market and how to become a market leader in the fitness industry, after achieving our goal and opened 55 stores all over Egypt. Max Muscle® is expanding  business base, and decided to take a new challenge through manufacturing  our own products lines (Supper foods, Accessories, Sports wear, UK Supplements Private Labels, ... Ect.) ",Egypt,Cairo,,,
eGate Egypt,,Egypt,Cairo,2009-01-01,,
Majorel Egypt,"We design, build and deliver end-to-end CX for many of the world’s most respected digital-born and vertical leading brands.

Our comprehensive east-to-west global footprint in 31 countries across five continents, with 60,000+ people and 60 languages, means we can deliver flexible solutions that harness our unique expertise in cultural nuance – essential for true excellence in CX.

We have deep domain expertise in tech-augmented front-to-back-office CX. Plus Digital Consumer Engagement, ... See More",Egypt,,,,
Fawry Microfinance,FAWRY Micro finance was established to become the leading micro-finance company in Egypt. We bring FAWRY payments and credit to the millions of micro and small businesses in the country ,Egypt,Cairo,2019-01-01,1000,
cCc callcenter and Digital Marketing,. ,Egypt,Giza,,,
CTO for startups,,Egypt,Cairo,2023-01-01,,
Solutions,"We offer a full range of web, mobile and digital content development services that make things better for enterprises and companies we work with. Our team of dedicated developers, designers and educaational experts fulfills your diverse business requirements through a number of services. We specialize in the following services:

 ",United Arab Emirates,,,,
Intelcia,"The Intelcia adventure was born from the audacity of a handful of visionaries to transform a contact center based in Morocco into a world leader in outsourcing. All while having a real and positive impact on customers, employees and the entire ecosystem. With a strike force of 40,000 talents in Africa, Europe and America, Intelcia has been supporting companies for 20 years in the outsourcing of their operations by combining talents, technologies and processes to offer a tailor-made ser ... See More",Egypt,Giza,,,
Ascon Advanced Solutions & Consultant,"Established in the year 1990, ASCON developed and implemented specialized ERP software solutions and offers consultation services in the information technology and financial fields. The experience that ASCON has gained over the years contributed to the excellent customer satisfaction that our solutions enjoy in the market.

 ",Egypt,Cairo,2021-01-01,1000,
شيلتر تكنولوجي,"Shelter Technology was founded by experts in the IT and technology sectors in the middle east.

The goal of Shelter tech. is to introduce creative and cutting edge technical solutions to the Egyptian markets in various sectors. ",Egypt,Alexandria,,,
Chaizer,,Egypt,Cairo,2021-01-01,,
Sinmar Soft,"""ALAWI STARS For Information Systems"" Our Sister Company was launched in 1994 to provide the saudi society and economy aspiring to growth and leadership at the time software solutions and electronic systems in addition to various types of advanced technical services and products that keep pace with the aspirations of private companies and institutions at that time, and to contribute through its role in facilitating the function of management and improving production, governance and con ... See More",Saudi Arabia,,,,
Peerless,"Peerless (Odoo Silver Partner) is a growing expert in software development. Our team’s experts, our ongoing technical and business training programs, client and industry research and investment in business ensures that we stay at the forefront of the companies targeted for developing and localizing effective and reliable applications in the software development industry.
Peerless presents itself as a successful partner with experience, skills and intelligent production power to assist  ... See More",Egypt,Cairo,1995-01-01,,
Quick Services,"We are an Odoo Partner, a company dedicated to providing business solutions to help our clients streamline their operations and increase their efficiency. Our team of experts has years of experience working with Odoo, a powerful open-source business management software. With our expertise, we can help you take full advantage of the platform's features and capabilities to meet your unique business needs.

A Right Architect to Brand Your Software Dream
• Quick Services has been providing ... See More",Egypt,Giza,2007-01-01,,
Post Distribution Company,"An Egyptian joint stock company subject to the provisions of Law No. 159 of 1981
Founded 2007 by Egypt post. The issued and paid-up capital is 100 million pounds. 
The company has expanded to become the main arm of Egypt post in the field of logistics distribution and manpower supply. ",Egypt,Cairo,2015-01-01,,
Balanced Education Company,"BalancED provides a variety of Educational services including establishing schools & providing management services.

In addition, BalancED provides human resources development and training services in a variety of educational fields. ",Egypt,Cairo,2007-01-01,1000,
Delta American School,Accreditated by MOE and Cognia.DAS is well known for providing quality social-emotional learning and cognitive extracurricular.Our students are global citizens proud of their heritage.We have a reputation as one of the Best international schools in Egypt. ,Egypt,Cairo,,,
Shahbandr,"Shahbandr is a fully integrated SaaS e-commerce merchant platform that lets merchants start, grow, and manage a business with a variety of best tools in the industry. ",Egypt,Dakahlia,,,
Loc-Camp,"Loc-Camp was established in 2013, headquarter is located in
Cairo, Egypt. Loc-Camp is a holistic provider of translation,
localization and DTP services. We translate from/into all languages
and localize to all locales. We are committed to deliver the highest
quality in the shortest time. We have flexibility to satisfy the needs
of every client at any time, night or day, Tuesday noon or Friday
late, business-day or holiday. We care about details as well as the
integrity of the whole wor ... See More",Egypt,Cairo,,,
BRISK Business Inc.,"BRISK Business Inc. (BBI) www.brisk-business.com is a New-York-City-based international service provider specializing in Strategy Execution, Business Transformation, Organizational Change Management, and Portfolio, Program, and Project Management operating in over 35 countries worldwide. BBI helps clients realize strategic objectives and benefits through one or more of its service delivery mechanisms: consultancy, project audits, PMO establishment and capacity building, professional tr ... See More",Egypt,Giza,2013-01-01,,
ORGANI GROUP,"Organi Group was established in 2019 as a holding company to combine pioneer companies in different fields to lead the market. Founded by Eng. Ibrahim El Argany who is acknowledged to be one of the leading businessmen in the Egyptian market. Eng. Ibrahim was born and raised in Sheikh Zuweid, North Sinai, where he established the first cornerstone of his empire, Abnaa Sinai in Arish city which was rapidly noticed for providing excellence allowing opportunities to penetrate other industr ... See More",Egypt,,2013-01-01,,
Mohandes Life Insurance,"Mohandes Life Insurance Company was established in 1980 under register No. (33) to provide all types of life insurance services in the Egyptian insurance market. 
The Authorized Capital is EG.P 500 million.
The Issued & Paid-Up Capital is EG.P 225 million. ",Egypt,,,,
Seena - سينا,"Seena is a fintech company that specializes in providing BNPL solutions for the plastic and elective surgeries that are not covered by the medical insurance

Our mission is to democratize beauty for our community by providing tools that makes access to high quality cosmetic services easy and affordable. ",Egypt,Giza,1980-01-01,,
Egypt University of Informatics (EUI),"Established by the Ministry of Communications and Information Technology (MCIT), Egypt University of Informatics (EUI) is a distinguished ICT-oriented university now open in Egypt offering multi-disciplinary and inter-professional programs combining emerging technology advances with business/market needs. ",Egypt,Cairo,,,
Rubyred Garment,"RUBYRED Garment Manufacturing S.A.E is one of the major companies operating in textile industry; a subsidiary of TAHA Group Turkish Company started its activity in Egypt since 2006, the company's policy aimed to develop the field of Textile in Egypt, as well as increasing the efficiency of workers within health and safety & a good work environment.
The company operates in cutting, embroidery, printing, sewing garments for International brands and the company has approximately 30 produc ... See More",Egypt,Cairo,,,
ZINAD IT,"ZINAD has introduced the first-of-its-kind Arabic Security Awareness software solution that can, reduce training costs in large businesses up to 70% compared to offline/online alternatives. 
With our strong network and application developers expertise,
ZINAD provides remediation services for any security issues discovered in any of our projects. ",Egypt,Alexandria,2006-01-01,1000,
Shebak,A startup providing ERP solutions based on Odoo platform. ,Egypt,Cairo,,,
Windrose Academy,Windrose Academy is a student-centred international school that delivers the UK Cambridge Curriculum to students from K to 12. Windrose Academy is an International school certified by the Egyptian Ministry of Education and the Cambridge International Examination board. When you join Windrose Academy you gain access to a state-of-the-art educational system. Windrose Academy relies on world-class education experts to implement the curriculum using the best teaching and learning technique ... See More,Egypt,Cairo,2016-01-01,,
British Council,"The British Council is the UK’s international organisation for cultural relations and educational opportunities. We are on the ground in six continents and over 100 countries, bringing international opportunity to life, every day.
Egypt plays a major role in the BC’s ELT work across the whole Arabic-speaking region. The teaching centre is one of the oldest and biggest in the network. Demand for English is strong and classrooms are generally full. It is a busy operation working alongsid ... See More",Egypt,Cairo,,,
Multi Level Group (MLG),"The Multi Level Group (MLG), a conglomerate in the MENA region is one of the leaders in the fields of Self-Service Platforms, Software Development & Integration, System & Process Automation, Digital Transformation Programs, Banking & Financial Solutions, Kiosk Design & In-house Manufacturing, implementing Turnkey Integrated Solutions and Customized & Tailored End to End Payment Solutions spanning from acquiring, Point of Sale to multi-tenant reconciliation, segregation, posting and set ... See More",Egypt,Cairo,1938-01-01,,
Hayati SRL,,Egypt,Cairo,,,
EVA Cosmetics,"Eva Cosmetics is one of the leading Egyptian personal care manufacturers and distributors. With over 100 years of experience under the belt of its founding entity, Armanious Group, It has become the source of over 20 of the most popular cosmetic brands and is an essential part of Egyptians daily life.

Strategically located in Egypt, Eva cosmetics enjoys the benefits of this privileged position and the significant time advantage it provides to serve markets around the world. This posit ... See More",Romania,,,,
Al Rabat,"Since day one -back in 1985-AlRabat took upon themselves the commitment of building for prosperity, professionalism and the emergency of elite senses in each square meter they develop.
""AlRabatProperties"" Pioneers in coping with world most recent development theories of specialized building. As service oriented facilities are getting more trendy, AlRabat is proving that it is just on the right track.
A list of proven-to-be-successful projects has pushed AlRabat to uniquely stand out al ... See More",Egypt,Giza,1972-01-01,,
Interact Technology Solutions,"Established back in 1996, INTERACT Technology solutions happens to be a pioneer in system integration and data communication applications and one of the strong Egyptian companies in the IT business. INTERACTs' people are innovators, designers, and developers of cutting edge communication technology across wide applications spectrum in both system integration and communication. ",Egypt,Cairo,1985-01-01,,
Al Soug-Cashi,"Alsoug.com is the largest digital classifieds and marketplace in Sudan since 2016. Cashi was launched in 2022, and it is already the largest active merchant-led digital payment network across Sudan. ",Egypt,Cairo,1996-01-01,,
Egypt Kuwait Holding,"Egypt Kuwait Holding Company (EKHO.CA on the Egyptian Exchange and EKHOLDING on the Kuwait Stock Exchange) was founded in 1997 by a consortium of prominent Kuwaiti and Egyptian businessmen. Over the past two decades, the company has established itself as one of the MENA region’s leading  and  fastest-growing  investment  companies,  cultivating  a  diversified  portfolio  of  investments  that  spans  of 5 strategic sectors, , ranging from fertilizers and petrochemicals to gas distribu ... See More",Egypt,Cairo,2016-01-01,,
WORLD OF BUSINESS,,Egypt,Giza,,1000,
taknia systems,تقنية سيستمز لنظم المعلومات المتكاملة هي شركة رائدة في صناعة البرمجيات و تكنولوجيا المعلومات بجمهورية مصر العربية لديها فريق قوي من المتخصصين و الخبراء لإنتاج حزم البرمجيات و خدمات الإنترنت للمساعدة علي تعزيز الخدمات مع احدث الاتجاهات المتقدمة والناشئة . ,Egypt,,,,
Orange Studio,"Orange Studio is a leading provider of web and mobile application strategy, consulting, development, and support for open source software solutions. We specialize in working with the highly successful and proven open source Drupal platform. Based in Cairo, Egypt, we provide services to companies and organizations across the globe. With our dedicated teams for Development, QA, DevOps, and 24x7 Support, we bring a wealth of experience in open source development and enterprise Drupal capa ... See More",Egypt,Qalubia,2008-01-01,,
Waseet.net,"أشمل موقع عربي للإعلانات المبوبة وخدمات الدليل والعروض مع الوسيط... كل شئ بسيط
 ",Egypt,Cairo,2002-01-01,,
GoodsMart Not Verified,,Egypt,Cairo,2010-01-01,,
Target Recruitment  & HR Solutions,"Target is a recruitment and HR solutions consultation company located in Alexandria who has the unique honor to serve both job seekers and employers. We recruit several types of candidates in many multinational, international and local companies which are located in either Alexandria or Cairo. We provide a range of consulting services to our clients and candidates due to our extensive experience and knowledge.  We are looking for best of the best. We help employers to find suitable sta ... See More",Egypt,,,,
Micro Engineering,"Since opening our doors in 2010, we at Micro Engineering Group. have established ourselves as one of the premier professional software development and geomatics engineering firms in Egypt. Based in Cairo, our knowledgeable staff, led by experienced international experts, help to shape the engineering industry worldwide. 

Who we are 
Born in 2010, Micro Engineering Tech Inc. (METI) is a futuristic company that sees opportunities in challenges. We believe that everyone should be empower ... See More",Egypt,Alexandria,2006-01-01,,
Horizon Not Verified,,Egypt,Cairo,2010-01-01,,
Indegree,,United Arab Emirates,,,,
Hands of Hope Physical Therapy & Wellness,"Hands of Hope is a physical therapy practice located in New York, USA. With 15 locations across the City. We strive to give the best quality of care for people to resume their normal lives. 

Our treatment philosophy is based heavily on manual modalities, patient education, and providing exercises tailored to improving the condition of the patients we have the opportunity to work with. We love working with people, and only use methods that ensure the best quality of care for them.

We  ... See More",Egypt,,,,
Ulemt,"Ulemt is a full-service digital marketing agency that provides a broad range of innovative solutions focused on the finance industry. By bridging the elements of traditional marketing, web design, brand management and programming, our team integrates them to provide the ultimate solutions for your business. ",Egypt,Cairo,,,
Data Science,"We engineer impactful business outcomes for technology-driven initiatives through the breadth and depth of capabilities focused on serving the comprehensive business needs of Governments, Financial Services firms,
Telecommunication operators in the Middle East area With a core staff of experienced professionals and a team approach to most consulting projects.

Our Vision is to be one of the top service providers in the field of data management, and data analytics solutions.

Our Missio ... See More",Egypt,Cairo,2011-01-01,,
Elabd Foods,El Abd Patisserie Since 1974 ,Egypt,Giza,,,
AL MASHARIQ,"Al MASHARIQ was established in 1978 mainly undertaking Medium voltage
Distribution works for Saudi Electricity, ever since become a trusted and active partner in the Kingdom’s EPC industry as a multi-discipline EPC contracting company operation across all regions of Saudi Arabia, providing all kinds EPC and O&M service in power, IT/telecom, construction/buildings, water/sewage fields, and recently have been expanding into oil and gas pipeline construction, renewable energy projects as  ... See More",Egypt,Giza,,1000,
Elite Education Group,"The International School of Elite Education is a private, co-educational, international school that occupies an area of 21,100 m² in the suburb of New Cairo, Egypt. The school has 70 spacious, air-conditioned classrooms accommodating students from Kindergarten to Grade 12 in the American School, Foundation Stage I to IGIII in the British School and both PRE IB (Grade 10) and IBDP 1 in the IB School. The school is established on a strong and sound foundation of core values and ethics, w ... See More",Egypt,Cairo,1978-01-01,1000,
Thaka International,منظومة متكاملة في التعليم والتطوير والتصنيع والاستثمار في المجالات التي تواكب الثورة الصناعية الرابعة والتقنيات المتقدمة ابتداء من تمكين النشء من مهارات القرن الحادي والعشرين والتأهيل لوظائف المستقبل وتنمية الابتكار واستثمار الفرص القائمة في هذه المجالات لريادة الأعمال وفق المستهدفات المحلية والتوجهات العالمية. ,Egypt,,,,
