job_title,description,requirements,post_date,viewed,considered,experience_min,experience_max,career_level,education_level,salary_min,salary_max,hidden_salary,gender,vacancies,company_name,country,city,district
Senior UX Designer,"
Execute design work consistent with design and brand standards, analytics insight, and customer feedback.
Sketch, concept creation and wire framing, producing sitemaps and user flows, creating clickable prototypes.
Participate in planning usability testing sessions and delivers artifacts for testing. Using user insight, analytics, best practice, competitor analysis to inform design decisions.
Deliver appropriate level of specification needed to ensure high quality development on time.
Research and share industry trends, competitors, and comparable experiences.
Drive and document design standards and patterns across channels and products.
","
Knowledge of interaction architecture practices in UX
Ability to take wireframes through to well executed visual designs with supporting annotations.
Strong sensibility of best design practices for production delivery across platforms, ie desktop and mobile.
Proficient in of Adobe Creative Suite packages, mainly Photoshop and Illustrator.
Proficient in key software packages such as Axure and Photoshop. Sound knowledge of web and mobile technologies.
",2023-10-01,39,0,3,6,Experienced (Non-Manager),Bachelor's Degree,,,True,,2,LINK Development,Egypt,Cairo,Maadi
Full Stack Developer - Remote,"Work with development teams and product managers to ideate software solutions Design client-side and server-side architecture Build the front-end of applications through appealing visual design Develop and manage well-functioning databases and applications Write effective APIs Test software to ensure responsiveness and efficiency Troubleshoot, debug and upgrade software Create security and data protection settings Build features and applications with a mobile responsive design Write technical documentation Work with data scientists and analysts to improve software","Proven experience as a Full Stack Developer or similar role Experience developing desktop and mobile applications Familiarity with common stacks Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, Java Script, XML, j Query)Knowledge of multiple back-end languages (e.g. C#, Java, Python) and Java Script frameworks (e.g.  React, Node.js)Familiarity with databases (e.g. My SQL, Mongo DB), web servers (e.g. Apache), and UI/UX design Excellent communication and teamwork skills Great attention to detail Organizational skills An analytical mind Degree in Computer Science, Statistics, or a relevant field",2023-10-01,59,18,,,Student (Undergrad / Postgrad),,1500,1500,False,,4,Sequel Solutions,Egypt,Cairo,
Full Stack Developer (Django & Angular),"General Duties and Responsibilities Backend ▪ Expert in Developing Scalable Django Applications ▪ Design and implement scalable web service APIs in Django ▪ Experience in working with different Authentication providers like OAuth, AD and SAML based providers. ▪ Good experience in using other Python frameworks such as Flask and Fast API, Django Rest ▪ Proficiency in working with Postgre SQL, My SQL database. ▪ Good experience in No SQL DBs like Mongo DB and Dynamo DB. ▪ Designing and developing APIs with proper documentation using Open API standards. ▪ Expert in working using Gitlab or any other Git repositories ▪ Experience in working in a Containerized environment using Docker. ▪ Experience in Odoo is a plus Frontend ▪ Expert in Developing front-end application in Angular (other frameworks like React & Vue.js is a plus). ▪ Build responsive application following best practices. ▪ Good experience in Hybrid Mobile development using Ionic. (React Native, Flutter is plus). ▪ Writing Test cases using Karma, Jasmine. ▪ Writing e2e test cases using Cypress. ▪ Responsible for the design, development, enhancement, triage, and debugging of Angular applications. ▪ Producing detailed technical specifications based on business requirements documents. ▪ Ensuring that consistent design patterns, methodologies, and design documentation are maintained across all your development projects. Design client-side and server-side architecture","Technical Competencies Ability to prioritize and multitask, with excellent time management skills. High-level understanding of HTML/CSS and its systematic nature. Deep understanding of the customer to contribute meaningfully to problem definition discussions. Required Qualifications3 years of experience minimum. Proficiency/ fluency in both English and Arabic Languages. A qualification in computer science with a focus on software development. or a bachelor’s degree majoring in Software Development. Proven work experience as a Full Stack Developer. Worked in at least 2 Production Scale applications",2023-10-01,3,0,3,,Experienced (Non-Manager),Bachelor's Degree,,,True,,1,Pure Group,Egypt,Cairo,
Unity Game Developer,"Translate requirements into complicated but clean and efficient code Produce prototypes of gameplay ideas and features Develop schedules and determine milestones Generate game scripts and storyboards Animate characters and objects Contribute to the design and audio features of the game Create unit tests and validation procedures to ensure quality Detect identification and resolution and document technical specifications“Polish” the game, maintain code, fix bugs, and iron out occurring problems","Proven working experience in full-lifecycle game development Hands-on experience primarily with C# and other programming languages (C++, Java, etc)High-level knowledge of APIs and libraries Expert in one or more programming specialties (3D Rendering, 3D animation, physics, multiplayer/networking, or audio)Up-to-date with the latest gaming trends, techniques, best practices, and technologies Ability to solve problems creatively and effectively BS degree in Computer Science or Computer Engineering",2023-10-01,11,0,0,3,Entry Level (Junior Level / Fresh Grad),,10000,14000,False,,1,2oolAmeme,Egypt,Cairo,
Senior PHP Developer,"This person uses expertise and experience to product development work on a wide variety of web projects. Working with confidence and professionalism, they will maintain high standards ensuring the quality of web development services delivered to our clients. With responsibility for the quality of work they produce, they will be accountable for the delivery of projects according to agreed timescales as well as ensuring code is well constructed, secure, and suitable for the specific application. Duties & Responsibilities Understand and implement project management practices Create website back-ends and web services using open-source technologies, particularly PHP. Integrate back-ends with existing front-ends, using HTML / CSS / AJAX as needed Participate in the development process from specification and design through build to testing, release, and maintenance. Break down problems into viable actionable chunks, and solve them with clarity and precision. Deliver projects according to agreed timescales. Handle some basic website-related administrative duties, e.g. SSL and DNS management. Interact with the client to create technology specifications from business requirements for modules within the project. Monitor development activities and report project progress. Manage, mentor, and provide technical guidance/support to project teams. Review/Improve upon current processes/methodologies. HR & Admin Department. Improve the technical competence of the team through training & development of existing and new team members.","Good foundation in programming skills, with strong skills in at least one language.4-6 years of experience in creation of web applications. Excellent understanding of PHP frameworks (laravel). Experience of server-side programming for web. Knowledge of PHP and ability to self-teach as required on the job, with support from the Technical Director. Analytical and methodical with strong problem-solving skills. Enthusiastic, with a desire to learn and expand knowledge. Self-starter able to make progress with minimal supervision seeks help when required. Ability to work with minimal supervision Excellent problem solver, specifically within the domain of software development Enjoys programming Excellent oral and written communication skills Understanding of security vulnerabilities in the software stack, and familiarity with risk mitigation strategies Diligent with time management",2023-10-01,36,5,4,6,Experienced (Non-Manager),Bachelor's Degree,,,True,,1,Mc Ledger,Egypt,Giza,Dokki
Software Support Senior Specialist ,"- Identify & provide day-to-day support / testing operations for current and new software users throughproper understanding and analyzing for bugs/issues and suggest solution in order to ensure smooth workingoperations to save time & cost. Accountabilities-Train & Coaching users on Company Software functional /Behavior through individual session on-site or on-line- Analyze customers’ needs and business processes in order to map them properly with the software.- Creating the analysis document and getting the business user approval.- Implement business needs on software- Accompany customers in the full delivery cycle from software configuration to go-live.- Support the software regarding any issues, bugs- Deliver software functional training sessions on site or online to train IT/key users. - Couching and training team members assuring knowledge transfer.- Develop all needed reports to be submitted to the direct manager.- Follow the instructions, requirements of the quality, safety and occupational health, the environment androad safety management system.","Education :- Bachelor’s degree, computer science / faculty of science computer division/Faculty of commerce BIS ismore preferable.- Required Experience:-3-5 years’ experience in the ERP function.- Knowledge, Skills & Abilities :- SQL Knowledge is a must (Advanced SQL Experience is more preferable)- Use Database query tools.- Knowledge of databases.- Integrate ERP with other web applications.- Knowledge of supply chain business cycles is more preferable.- Problem solving, good communication and analytical skills.- Good command of English language is a must.",2023-10-01,14,0,3,5,Experienced (Non-Manager),,,,True,,1,Ibn Sina Pharma,Egypt,Cairo,New Cairo
online Real estate sales representative,swedish company working in real-estate from 2004 need to hire a sales representative to join our team  working from home ( online job ) to contact with our clients which interested to purchase properties and projects in sweden employee must be available all the time easy to learn flexible ,"Proven working experience as a Real Estate Agent or Real Estate Salesperson Proven track of successful sales record Ability to work independently combined with excellent interpersonal skills Strong sales, negotiation and communication skills Pleasant and trustworthy MS Office familiarityflexible to learn good command in english skills bachelorjob for females only",2023-10-01,43,1,1,4,Experienced (Non-Manager),,7000,10000,False,,3,Dubai Egypt Sweden,Egypt,Cairo,
Technical Support Specialist - Tanta,"Communicate with sales supervisors through emails regarding transfer of sales reps data on handhelds Responsible for erase  old data of sales rep and configuration of new data for another sales rep on handheld after receiving email from responsible sales supervisor to change the data on handheld Responsible for handling & fixing all hardware & software issues related to( handheld – handheld printers – PCs – printers – scanners – finger print machines ) for sales & back office departments Communicate with sales reps by phone to handle any issues related to handheld and printers Responsible for create & update tracking sheets for all sales sectors, branches and agencies regarding any transactions & maintenance of sales devices Responsible for handling & fixing all issues related to (handhelds – printers ) for all  (SDs & Dc) & cascade unfixed issues to responsible provider company Responsible for making technical reports regarding any technical issues and send to IT supervisor and IT manger Communicate with purchasing departments regarding any IT devices spare parts needed ( Roll paper – batteries – charges – cables – USB cables – PCs)",Bachelor degree .1-3 years of experience. Good command at Microsoft excel Previous work experience at FMCG companies,2023-10-01,5,3,1,3,Entry Level (Junior Level / Fresh Grad),,5000,5000,False,,1,Rashideen Egypt for Trade,Egypt,Gharbia,Tanta
Sales Account Manager,"Company Overview: A leading telecom company dedicated to providing top-notch communication services to our diverse clientele. Position Summary: Seeking a motivated Sales Specialist with a focus on Value-Added Services (VAS). The ideal candidate will drive client acquisition, manage relationships, and navigate the ever-evolving telecom landscape. Key Responsibilities:   Acquire and onboard new clients for our VAS offerings.   Retain and manage existing client relationships.   Negotiate contracts and terms with clients and partners.   Stay updated with industry trends and competitor offerings.   Collaborate with internal teams to ensure excellent customer service.   Achieve and exceed monthly and annual sales targets. ","Skills & Qualifications:   Bachelor's degree in Business, Marketing, or a related field.   Minimum 2 years of experience in VAS services or a related sales role.   Excellent presentation and negotiation skills.   Strong understanding of the telecommunications industry.   Ability to work independently and as part of a team.   Goal-oriented and self-motivated.   Car ownership is a plus. Benefits:   Attractive compensation package with performance-based commissions.   Medical insurance.   Opportunity to work in a dynamic, growth-oriented environment.   Training and development opportunities. ",2023-10-01,4,0,2,,Experienced (Non-Manager),Bachelor's Degree,,,True,,1,TA telecom,Egypt,Cairo,Maadi
Game Developer,"
Design and implement the features for the application.
Develop Mobile/web and desktop applications, work on our multimedia services using unity game engine.
Develop, and maintain games using C# in the Unity 3D Game Engine.
Interest in Augmented reality, Game Design and Game Arts.
Building games for various target platforms based on the Unity framework.
Implementing game functionality by translating design ideas, concepts, and requirements into a functional and engaging game.
","
At least 4 years of experience programming in Unity (C#) with comprehensive knowledge of the Unity
framework
Experience working with the web backend and frontend environment
Design, build, and maintain high performance, reusable, and reliable code- Ensure the best possible performance, quality, and responsiveness of the application
Strong Object-Oriented Programming background
Experience in performance tuning and Optimization for different platforms
Experience in optimizing the rendering pipeline to reduce draw calls, and GPU load
Ability to meet deadlines, identify issues and resolve with minimal supervision.
Should be self-motivated and able to work both independently and in conjunction with team members.
A commitment to collaborative problem solving, sophisticated design, and a quality product are essential.
",2023-10-01,8,4,3,5,Experienced (Non-Manager),,,,True,,1,Nahdet Misr Publishing Group,Egypt,Giza,Mohandessin
Senior Software Engineer,"Job purpose Develop and build high-quality, innovative and fully performing software in compliance with coding standards and technical design. Duties and responsibilities Perform advanced programming tasks according to the project plan Implement tasks following functional specifications Write well designed, testable, and efficient code Good Technical Research Skills Participate in the estimation of new features and components On-time delivery of assigned tasks Perform unit testing for submitted tasks Serve as a mentor to less experienced software engineers Participate in the analysis & design of new functional requirements Implement complex and risky tasks development tasks Conduct prototyping and POCs for new technologies Conduct code review and code refactoring tasks","Soft Skills Good work ethics Good English Language Good Communication Skills Good Analytical Skills Team Player with Excellent Team Spirit Good Estimation Skills Positive and Self-motivated Good Problem Solving Skills High Ownership Good Time Management Skills Excellent Estimation Skills Technical Writing Skills Self-managed and Self-motivated Proactive General Technical Skills OOP Concepts & Principles Desktop development Concepts & Principles Web Development Concepts & Principles Very Good SQL & Database Knowledge Agile Development Approaches Web Standards (HTML/ XML / XSD)Java Script Development Write Complex queries & read ERDs Database Design / Normalization Skills Unit Testing Techniques High Code Debugging Skills Multi-threading & Parallelization Advanced Web Development Knowledge Low Bugs Rate UML Modeling Concepts Deep understanding of design patterns Test-Driven Development Principles / Techniques SOA Principles and Models Use Case Analysis / Technical Specification. Net Development Skills Microsoft . NET Framework (4.0 & above)C# Programming Language ORM, LINQ , EF ,and T-SQL Language Visual Studio (IDE)TFSOpen XML, and/or Reporting Services MS Unit Testing on VSStored Procedures / Triggers / Functions / Views Web APIs and WCFWindows Services JSON, Web services using JSONHTTP Handlers / HTTP Modules. NET Security Guidelines and Technologies SOA Solutions Using MS Technologies WPF (Windows Presentation Foundation)WCF (Windows Communication Foundation)Entity Framework (EF)SQL Server",2023-10-01,11,0,4,6,Experienced (Non-Manager),Bachelor's Degree,,,True,,1,Eg Insurtech,Egypt,Cairo,Maadi
Software Technical Team Leader,"Job Description Perform programming tasks according to the project plan Implement tasks following functional specifications Write well designed, testable and efficient code Participate in the estimation of new features and components On-time delivery of assigned tasks Perform unit testing for submitted tasks Serve as a mentor to less experienced software engineers Participate in analysis & design of new functional requirements Implement complex and risky tasks development tasks Conduct prototyping and POCs for new technologies Conducting Interviews & Exams for Jr. & Mid-level Dev's Conduct Code Review and code refactoring tasks Configuration Management Deployment Planning Integrating team output into the project solution and packages Ultimately responsible for project code quality Final smoke test for deployed releases Gathering and preparing release notes Conducting Interviews & Exams for Sr. & Pr. Dev's Design Review Help in team members Technical Career Development Own development project effort estimates Flexible to travel Breaking down backlog features into smaller tasks for the team Assign tasks for team members in coordination with Project Manager Work closely with QA team & make sure they are effectiveness & utilization Preparing development/testing environment for the team","Job Requirements General Technical Skills OOP Concepts & Principles Desktop development Concepts & Principles Web development Concepts & Principles Very Good SQL & Database Knowledge Agile Development Approaches Web Standards (HTML/ XML / XSD)Java Script Development Write Complex queries & read ERDs Database Design / Normalization Skills Unit Testing Techniques High Code Debugging Skills Multi-threading & Parallelization Advanced Web Development Knowledge Low Bugs Rate UML Modeling Concepts Deep understanding of design patterns Test Driven Development Principles / Techniques SOA Principles and Models Use Case Analysis / Technical Specification Performance Tuning Skills Distributed Caching Servers Advanced Distributed Development Knowledge Excellent Design & Architecture Concepts Design Review Skills Security Review Skills Development Best Practices Code Review Skills Excellent Code merging and resolving code conflicts Excellent troubleshooting skills Advanced Threading Other source controls such as SVN , GIT etc.. Security Code Reviews MS Project / WBS / Technical Plan Building Solution Architecture Principles & Frameworks MS VISIOAgile /Scrum Coaching Different Estimation techniques Excellent Performance Tuning and Analysis Skills Deep knowledge in best practices in any used technologies Good knowledge in responsive design concepts Branch planning. Net Development Skills Microsoft . NET Framework (4.0 & above)C# Programming Language ORM, LINQ , EF ,and T-SQL Language Visual Studio (IDE)TFSMS Enterprise Library Open XML, and/or Reporting Services MS Unit Testing on VSStored Procedures / Triggers / Functions / Views Web APIs and WCFWindows Services JSON, Web services using JSONHTTP Handlers / HTTP Modules. NET Security Guidelines and Technologies SOA Solutions Using MS Technologies HTML5, CSS3, JQuery, & AJAXASP. Net MVC4 and MVC5Azure and/or Windows 8/10 Development Sql Session State Management Continuous integration & Daily Builds MS Technologies Benefits vs. Where to Use Node js, Angular & Advance JS frameworks Dependency Injection framework such as Unity XAML Programming Language MVVM Design Pattern PRISM Frame Work ASYNC Programing. Net framework Object oriented programming Design patterns: mandatory Parallel programming concepts: mandatory Task parallel library: mandatory Database Logical and physical design Database tuning: mandatory Memory management MVC, MVP, MVVMJQuery Angular 2 is a plus Soft Skills Good work ethics Good English Language Good Communication Skills Good Analytical Skills Team Player with Excellent Team Spirit Good Estimation Skills Positive and Self-motivated Good Problem Solving Skills High Ownership Good Time Management Skills Excellent Estimation Skills Good Technical Research Skills",2023-10-01,12,0,7,8,Experienced (Non-Manager),Bachelor's Degree,,,True,,1,Eg Insurtech,Egypt,Cairo,
Senior Android Developer (on-site)," We are looking for those Android Developers who possess a passion for pushing mobile technologies to the limits. These Android apps developers will work with our global team of talented engineers to design and build the next generation of our mobile applications. The position will be based at Union Coop's Research & Development Co E in Egypt. Role & Responsibilities Translate designs and wireframes into high-quality code Design mobile application architecture - MVVMDesign, build and maintain high-performance, reusable, and reliable Java/Kotlin code Ensure the best possible performance, quality, and responsiveness of the application Help maintain code quality, organization, and automatization Identify, correct, and fix bugs and bottlenecks in current and previous applications Design mobile API structure by using best practices Proficient understanding of code versioning tools, such as Git","Required Skills Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes Ability to understand business requirements and translate them into technical requirements Strong knowledge in OOPs concept & Data Structure - Kotlin/Java Working experience & strong hand in Kotlin/Java language Android runtime permission, dangerous non-dangerous permission Familiarity with RESTful APIs to connect Android applications to back-end services Knowledge in network third-party libraries like - Retrofit & web service integration (SOAP, REST, JSON, XML)Experience working on databases like Room/SQLite etc. Strong knowledge in Rx Java/Rx Android/Thread/Handler for dealing with asynchronous tasks in applications Working experience in mobile MVVM architecture design, repository pattern, data caching, and Android Architecture components Strong hand in android jetpack library Dependency Injection using Hilt or Dagger2UI - Strong knowledge in UI design using Constraint Layout/Coordinate Layout and custom view components Understanding of Google’s Android design principles and interface guidelines Ability to design applications around natural user interfaces, such as “touch”Data binding - strong knowledge in data binding one way & two-way data binding Strong knowledge to design custom animation & activity transitions based on the application requirements Good to have knowledge in Navigation/Bottom Navigation & Navigation Graph Familiarity with firebase cloud message APIs and push notifications and deep linking Security - handling runtime permissions, code obfuscation (Proguard, etc.), data encryption, certificate pinning & establishing a secure connection. Experience working with Location applications using Maps & device current location Strong knowledge to handle background threads for battery performance We are offering the following benefits: Salary in EGP but is based on AED monthly conversion rate30 days annual leaves balance Medical insurance",2023-10-01,27,0,3,,Experienced (Non-Manager),Bachelor's Degree,,,True,,1,Union Coop,Egypt,Giza,Dokki
Flutter developer,"Hiring a Flutter developer who will join our software team. Your duties will include managing Android, i OS, and Web applications using Flutter. While providing expertise in the entire software development life cycle, from concept and design to testing. Responsibilities :     1 - Design and develop high-volume, low-latency applications for mission-critical systems and deliver high availability and performance.    2 - Create well-designed, testable, efficient code.    3 - Participate in all phases of the development life-cycle.    4 - Assist in the preparation and production of releases of software components.    5 - Ensure designs are in compliance with specifications.    6 - Create a responsive and adaptive layout . Work with outside data sources and APIs    7 - Work with outside data sources and APIs"," BS/MS degree in Computer Science, Engineering, or a related subject. A good understanding of OOP, SOLID principles, and design patterns.1:3-year experience in Flutter Development Have experience with Flutter for both i OS and Android. Have experience with Shopify, Woocommerce, etc. Familiarity with RESTful  APIs. Knowledge of modern authorization mechanisms, such as Jwt & OAuth. Ability to understand business requirements and translate them into technical requirements. Experience with version control such as Git & Github. Very comfortable learning new technologies, tools, and platforms. Familiarity with Push Notification Familiarity with Google Maps. Familiarity with state management tools such as  provider & bloc Familiarity with MVVM design pattern Have published at least one original  app",2023-10-01,44,9,1,3,Experienced (Non-Manager),,,,True,,1,AGG information technology,Egypt,Cairo,Nasr City
Application Support Specialist,"Provide first level support for production issues across multiple applications, including problemidentification, definition and implementation of short-term work around and coordination of longterm software solution IT team and software Vendor. Ensure that the business application systems supported by the software Vendor are maintained tothe highest possible standard with maximum levels of attainable productivity and efficiency. Working continuously on a task until completion (or referral to third parties, if appropriate). System configuration, scripting and new user administration as required Business Supportprovide user training and training materials and arrange third party training. Diagnose and resolve day-to-day live system issues in timely manner based on their severity. Maintain ongoing communication with end-users, Business Analyst Team Leader, QA team, anddevelopment team (software Vendor) on reported issues. Data migration and testing. Test configuration changes in a test environment prior to pushing into production","Bachelor degree in information system, Computer Sciences, or related field1-2 years of experience in a software development context Preferred Previous experience in (Medical insurance System) or other business application HMIS, ERP is plus Strong critical thinking and analysis, meeting facilitation, verbal and writtencommunications. Strong troubleshooting and multi-tasking skills. ITIL certification is a big plus. Internal Customer oriented with a good understanding of SLAs.",2023-10-01,82,16,1,2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,,,True,,1,Al Ahly Medical Company,Egypt,Giza,Giza
Senior Software Developer - Microsoft Dynamics 365 (CRM),"Designing and implementing complex CRM solutions using Microsoft Dynamics 365 and Power Platform. Developing and customizing various CRM components such as entities, forms, workflows, plugins, reports, dashboards. Implementing integrations with external systems using Web API. Being involved in development using CRM SDK, C#, ASP. NET, SQL Database. Writing clean and efficient code using programming languages such as C# and Java Script (Type Script) while adhering to coding standards and best practices. Debugging and troubleshooting issues in the CRM system and providing timely resolution to ensure high system availability and performance. Collaborating with project managers, business analysts, testing teams and other stakeholders to ensure successful project delivery on time and within budget. Providing technical guidance and mentorship to junior developers and team members to enhance their skills and knowledge in CRM development.","Bachelor's degree in Human Resources, Business Administration, or a related field. Relevant certifications in Microsoft Dynamics 365 HR & Payroll are highly desirable.3+ years of relevant working experience. Graduate Degree in IT, Computer Science or Mathematical Engineering. Be able to build D365 CE entities, forms, workflows, dashboards and reports. Be able to develop plug-ins using C# and to code UI logic in Java Script (Type Script). Be able to build and release solutions. Be able to write technical documentation in a clear and understandable way. Be able to create tasks from documentation.",2023-10-01,12,6,3,5,Experienced (Non-Manager),,,,True,,2,INVENTO,Saudi Arabia,Riyadh,
Drupal Developer,". Custom programming and web application development for Drupal 8.. Testing, maintenance and troubleshooting of existing company sites. Contributing ideas and efforts towards internal projects and working as part of a teamto find solutions on various problems.. Proficient in Drupal8, including custom module development, key contributedmodules and core API. Minimum 4+ years of Drupal hands-on development experience.. Proficient in the maintenance and administration of Drupal modules and sites.. Experience integrating open source and third-party applications into existingsystems.. Solid understanding of AJAX, HTML, Java Script, and CSS. Familiarity with source control systems such as Subversion, etc.. Results-oriented, reliable, able to work under pressure. Ability to communicate technical ideas to business users and other teams (design,qa). Ability to both collaborate with team members and to work independently. Eager to embrace current and emerging web technologies ",". A Bachelor degree in Computer Science or a related field (or combined with relatedexperience). Solid understanding of HTML, Java Script, and CSS.3 to 6years of Drupal programming experience (samples of applications that you have worked on are required). Acquia Certified. Ability to communicate and work well with others.. Ability to handle a fast-paced work environment, deadlines and new challenges.",2023-10-01,4,0,3,6,Experienced (Non-Manager),,,,True,,1,Algoriza,Egypt,Giza,
Java Support,"Drives the technical support team to carry out customer support properly and promptly, monitors servers and systems, takes ownership of reported issues, responds to enquiries, provides information and feedback ensuring problems are being recorded and tracked throughout the entire process.   Maintains positive customer/working relationships with stakeholders, business users, suppliers, vendors and other technical teams to ensure improvements in the products and services provided to ISA clients and to resolve any issues related to maintenance. Provides technical/non-technical support to clients, conducts analysis, diagnosis and troubleshoots systems, network, hardware/software faults and bugs to resolve problems considering system capacity, limitations, etc.; applies metrics to monitor performance and measure key project criteria. Identifies resolutions to technical problems, carries out bug fixes for minor issues and applying patches channels unresolved issues in the right direction as necessary; responds within agreed time limits to call-outs. Assists with the development and implementation of processes and service level agreements of incidents management and service request management. Assists technical experts in planning, evaluating, testing, and implementing new technology such as systems and platforms. Participates in different projects as required. Contributes to the creation of support knowledge base by developing and communicating IT support manuals, technical notes and articles to clients in line with SLAs. Utilizes different communication channels to support or guide end users on the different enquiries and problems raised, these channels include: personal visits, telephone calls, e-mails, web, chat etc. Ensures proper recording and closure of all claims; generates timely reports of different nature to capture support services activities. Installs, configures, monitors and maintains computer hardware operating systems, applications and networks, replaces parts and upgrades existing ones when and as needed in line with agreed SLAs. Supports the roll-out of new applications (where applicable); sets up new users' accounts, profiles and passwords. Supports the clients during CR implementation (UAT and Training). Assists in establishing and maintaining a complete and accurate record of all IT assets within ISA. Establishes and maintains security, integrity, and business continuity controls and documents. Responds positively to operational needs by being on-call available for critical systems 24x7 support. Actively monitors application/IT performance using monitoring and controlling tools to ensure 24x7 availability Should be open to work on shifts based on team requirements. Should be open to work as Primary and/or Secondary supports based on roster Complete resolution of tickets based on targets defined by the team Performs any other additional duties as directed by the line manager.","Bachelor Degree in Computer Engineering/Computer Science/Information Technology. ITIL Certified. (Not mandatory)Fluent in English Language.2-4 years in Java support role, reading Java code and debugging This job requires occasional duty travel for training and implementation purposes. Proven record in implementing and monitoring infrastructure projects. Proven skills in carrying out bug fixes for minor issues and applying patches (Basic knowledge in Java, Linux, API , Unix , SQL , Webservices   ). Holistic IT Knowledge in heterogeneous technology environments - experience with different types of end-to-end technology stacks. Experienced in managing operations and technology platforms – both internally and externally hosted. Proven skills in analyzing data, identifying pitfalls and recommending solutions. Possesses effective persuasive, negotiation, problem solving and decision-making skills. Employs technical expertise and interpersonal skills to execute new initiatives and achieve company’s objectives. Demonstrates the ability to contribute and successfully deliver against business strategy and set KPIs. Airline domain is preferred",2023-10-01,17,0,2,4,Experienced (Non-Manager),,20000,30000,False,,1,Air Arabia,Egypt,Giza,Mohandessin
Software Quality Control Engineer,"We are seeking an experienced and skilled Software QC Engineer to join our team. you will play a crucial role in ensuring the quality and reliability of software products. Main Duties are: Test Planning & Design: Collaborate with the team to develop, maintain, and refine test plans, test cases, and test scripts in alignment with business requirements and functional specifications. Manual Testing: Conduct comprehensive manual testing of our voice and text bots across various platforms, capturing and analyzing user scenarios. Functional Testing: Ensure that every feature, interaction, and function of our software meets specified requirements and works seamlessly for the end-users. API Testing: Validate the functionality, reliability, performance, and security of API integrations within our platform, ensuring robust communication and data exchange with third-party services. Learn & Adapt: Acquaint yourself with QA methodologies and continuously update your skills to align with best practices and tools. Collaboration: Engage actively with developers, highlighting potential risks, providing constructive feedback, and ensuring quality standards are consistently met. Issue Tracking & Documentation: Detect, document, and track software defects and inconsistencies, ensuring swift resolution and contributing to process improvements.","Qualifications & Skills: Essential: Bachelor's degree in Computer Science, Engineering, or a related field. A minimum of  2  years of software testing experience. Basic understanding of software QA methodologies, tools, and processes. Strong desire to learn and grow in the software testing domain. Ability to work collaboratively in a team-oriented environment, with strong communication skills. Proficiency in issue and project tracking tools (e.g., JIRA). Excellent verbal and written communication skills in English. Desirable: ISTQB certification Experience with automated testing tools and frameworks. Familiarity with Machine Learning testing Methodologies.",2023-10-01,68,4,2,3,Experienced (Non-Manager),,,,True,,1,TensorGraph,Egypt,Cairo,Maadi
Dot Net Developer,"- Develop computable user interfaces using Angular and other libraries- Troubleshoot the problems that may face to the customer while serving his/her website- Gather feedback from design and technical staff on Web site development needs- Build user interface applications and back-end databases using various programming and scripting languages- Assist in project planning and Web site design- Conceptualize long-term needs of Web development, and plans and manages related projects- Make suggestions on creating Web-based technical standards for specific Web sites and the company as a whole- Understanding of HTML, XHTML, Java Script, CSS, Bootstrap, and Material Design with ability to rapidly learn and master diverse web technologies and techniques- Use Microsoft technologies: (C#, . Net Core, MVC, Web API, MSSQL, Entity Framework, LINQ) and Microsoft Workflow to develop technical solutions to complex problems that require the regular use of ingenuity and creativity- Design, code, test, debug, and document software according to the functional requirements - Develop, maintain and support programs/tools for internal and external clients- Analyze, diagnose and resolve errors related to their applications- Provide ad hoc reporting and analysis as required- Proficient understanding of code versioning tools such as Git, TFS- Proficient in developing CICD/ Delivery pipelines in Azure Dev Ops environment- Proficient understanding of the Agile & Scrum programming methodology","2 to 4 - years of experience- Develop commutable user interfaces using j Query, Angular, and other libraries- Experience with ASP. NET MVC, Restful Web API, ASP. NET Core- BSc / BA in Computer Science, Engineering, or a related field- Experience with C#, ASP. NET, LINQ and MVC framework Experience with HTML5/CSS/ Java Script (j Query, Angular, Bootstrap, etc.)-- Experience with SQL DB Scripting- Experience in developing progressive web applications is highly preferred Some experience with Hardware Integration is preferred.- ASP. NET web forms, C and ASP. NET core-HTML5, CSS3, JSON, XML, JQuery and Java Script, Angular",2023-10-01,0,3,2,4,Experienced (Non-Manager),,,,True,,1,Glamera,Egypt,Cairo,Nasr City
IT Help Desk Specialist - 10th of Ramadan,"Receive request by Internal program and solve the request by priority. Work on the call remotely or move to help the user physically if needed. Participate in team meeting to manage upgrading\deployment any requested software. Provide investigation, diagnosis, resolution and recovery for hardware/software problems as applicable. Provide basic network troubleshooting, when unable to resolve, escalate to second level support either inside Mantrac or with the ISP directly. Manage service requests, software installations, new computer setup, upgrade, etc. Basic Hardware replacement using the available items in IT store Maintaining the inventory by checking and update the inventory with all computer and user's details.","BSc/BA in IT, Computer Science or relevant field. Hands-on experience as an IT Help Desk Rep. or similar Fluent English Language proficiency. Basic understanding of CCTV, Access Control, Intrusion and Networks. Strong written and verbal communication skills. Strong personality; maintaining order and dealing with confrontation.",2023-10-01,208,18,1,3,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,,,True,,1,Mantrac,Egypt,Cairo,10th of Ramadan City
